0.25055E+04 0.42347E+01 0.00000E+01 128560 0 0 7186 0.28680E+01 0.00000E+01 0.25055E+04 0.00000E+01 0.00000E+01 0
1 2415.5 61.293 1.2864 11864.0 2415.5
2 2507.1 27.128 0.77576 28766.0 2507.1
3 2501.7 11.89 0.48189 5053.0 2501.7
4 2555.0 28.547 0.80103 36163.0 2555.0
5 2519.0 11.92 0.4798 4566.7 2519.0
6 2497.9 5.4605 0.31345 3735.9 2497.9
7 2530.7 63.966 1.2814 11895.0 2530.7
8 2489.4 26.265 0.75643 27923.0 2489.4
9 2497.5 11.91 0.48351 5327.6 2497.5
10 2517.3 62.604 1.2608 12008.0 2517.3
11 2494.6 27.023 0.77661 28190.0 2494.6
12 2526.0 11.944 0.4794 5185.2 2526.0
13 2513.0 62.034 1.2514 11956.0 2513.0
14 2502.4 27.308 0.78237 27117.0 2502.4
15 2490.1 11.843 0.48221 4583.0 2490.1
16 2494.5 62.576 1.2717 12027.0 2494.5
17 2493.2 26.857 0.77232 27564.0 2493.2
18 2524.4 11.853 0.47607 4795.0 2524.4
<lo_statistics>
<cumulated_time> 3.509791 </cumulated_time>
</lo_statistics>
