0.25070E+04 0.59808E+01 0.00000E+01 60716 0 0 3468 0.13830E+01 0.00000E+01 0.25070E+04 0.00000E+01 0.00000E+01 0
1 2413.0 66.946 1.2915 11805.0 2413.0
2 2480.6 29.094 0.77213 28869.0 2480.6
3 2506.3 12.966 0.48164 5007.0 2506.3
4 2610.3 69.974 1.2479 11859.0 2610.3
5 2525.2 30.201 0.78734 27086.0 2525.2
6 2512.9 13.017 0.48228 4962.4 2512.9
7 2530.6 69.944 1.2866 11878.0 2530.6
8 2505.3 28.328 0.7444 28190.0 2505.3
9 2499.6 12.977 0.48335 5474.5 2499.6
10 2505.3 67.913 1.2619 12031.0 2505.3
11 2504.9 29.466 0.77441 28290.0 2504.9
12 2509.9 12.98 0.48148 5053.1 2509.9
<lo_statistics>
<cumulated_time> 1.953157 </cumulated_time>
</lo_statistics>
